"station_id","station_name","latitude","longitude","Date","E Coli Concentration ","Enterococcus Bacteria Concentration ","Air Temperature ","Water Temperature ","Turbidity "
"P05","Powhatan Creek",37.237651,-76.768367,2015-07-01 00:00:00,5,NA,30.5,26.6,6
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-07-01 00:00:00,0,NA,30.6,30,14.6
"J22","James River at 42nd Street",37.52677,-77.475694,2015-07-02 00:00:00,0,NA,27.4,27.3,3.77
"J10","James River at 14th Street",37.530947,-77.431925,2015-07-02 00:00:00,3,NA,25.3,26.8,9.59
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-07-02 00:00:00,1,NA,25.3,27.9,2.14
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-07-02 00:00:00,2,NA,26.6,24,9.6
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-07-02 00:00:00,3,NA,24.4,27.1,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-07-02 00:00:00,1,NA,25.7,27.9,2.87
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2015-07-02 00:00:00,0,NA,24.9,25.8,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2015-07-02 00:00:00,4,NA,29,25,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2015-07-02 00:00:00,4,NA,24.7,22.4,7.32
"J25","James River at Maidens",37.6661,-77.888811,2015-07-02 00:00:00,0,NA,24,25.7,5.68
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-07-02 00:00:00,2,NA,25.2,27.2,7.4
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-07-02 00:00:00,2,NA,27.2,26.5,10.6
"J30","James River at Scottsville",37.797533,-78.49055,2015-07-02 00:00:00,1,NA,26.3,25.1,7.15
"H02","Hampton River Marina",37.02097,-76.3434,2015-07-02 00:00:00,0,NA,29,30,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-07-02 00:00:00,2,NA,25.7,23.4,7.5
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-07-02 00:00:00,1,NA,27.6,27.6,3.37
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-07-08 00:00:00,5,NA,33,29.9,10.52
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-07-09 00:00:00,12,NA,34.4,30.9,15.9
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2015-07-09 00:00:00,0,NA,35,30,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-07-09 00:00:00,1,NA,38.1,30.2,3.79
"J10","James River at 14th Street",37.530947,-77.431925,2015-07-09 00:00:00,2,NA,35,30.1,3.43
"J25","James River at Maidens",37.6661,-77.888811,2015-07-09 00:00:00,1,NA,28.4,27.2,4.22
"J22","James River at 42nd Street",37.52677,-77.475694,2015-07-09 00:00:00,0,NA,28.8,28.3,3.74
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2015-07-09 00:00:00,1,NA,29.78,27.5,7.82
"J40","James River at Buchanan",37.529933,-79.679078,2015-07-09 00:00:00,1,NA,31.3,23.5,6.81
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-07-09 00:00:00,2,NA,34.3,30.5,3.22
"P05","Powhatan Creek",37.237651,-76.768367,2015-07-09 00:00:00,7,NA,34.4,27.3,7.26
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-07-09 00:00:00,0,NA,29.5,27.9,2.92
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-07-09 00:00:00,1,NA,29,27,3.91
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-07-09 00:00:00,53,NA,26,28,NA
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-07-09 00:00:00,7,NA,29.9,26.4,2.41
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-07-09 00:00:00,1,NA,34.6,28.5,2.97
"J35","James River at Lynchburg",37.41605,-79.13675,2015-07-09 00:00:00,0,NA,32.5,24.8,4.91
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-07-09 00:00:00,2,NA,26.1,28.1,2.69
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-07-09 00:00:00,0,NA,27.8,28.4,3.23
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-07-16 00:00:00,1,NA,27.5,28,NA
"J40","James River at Buchanan",37.529933,-79.679078,2015-07-16 00:00:00,0,NA,27.8,24.3,3.91
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-07-16 00:00:00,1,NA,26.2,NA,13.2
"J35","James River at Lynchburg",37.41605,-79.13675,2015-07-16 00:00:00,0,NA,24.8,25.3,3.7
"J25","James River at Maidens",37.6661,-77.888811,2015-07-16 00:00:00,1,NA,26.1,27,7.22
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-07-16 00:00:00,5,NA,24.7,26.7,6.14
"P05","Powhatan Creek",37.237651,-76.768367,2015-07-16 00:00:00,23,NA,71,83,7.8
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-07-16 00:00:00,2,NA,21.6,27.6,4.08
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-07-16 00:00:00,1,NA,21.5,27.1,2.88
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-07-16 00:00:00,7,NA,23.7,26.7,4.7
"H02","Hampton River Marina",37.02097,-76.3434,2015-07-16 00:00:00,34,NA,24,26,0
"J22","James River at 42nd Street",37.52677,-77.475694,2015-07-16 00:00:00,3,NA,22.2,27,3.47
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-07-16 00:00:00,1,NA,29.5,26.9,15.3
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-07-16 00:00:00,1,NA,28.4,27.3,1.9
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-07-16 00:00:00,9,NA,25.1,27.3,5.49
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-07-16 00:00:00,1,NA,83,21.6,7.8
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-07-16 00:00:00,0,NA,22.4,25,6.62
"J10","James River at 14th Street",37.530947,-77.431925,2015-07-16 00:00:00,9,NA,25.1,27.3,5.49
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2015-07-17 00:00:00,2,NA,21,24.3,8.84
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-07-22 00:00:00,0,NA,23.5,30.9,7.26
"J30","James River at Scottsville",37.797533,-78.49055,2015-07-23 00:00:00,0,NA,29,28.9,1.7
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-07-23 00:00:00,3,NA,25.7,29,10.41
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2015-07-23 00:00:00,1,NA,24.9,25.8,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2015-07-23 00:00:00,1,NA,26.5,29,1.33
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-07-23 00:00:00,0,NA,24.6,26,1.88
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-07-23 00:00:00,0,NA,32.1,28.3,1.29
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-07-23 00:00:00,3,NA,27.8,30,6.97
"J35","James River at Lynchburg",37.41605,-79.13675,2015-07-23 00:00:00,0,NA,24.1,27.3,1.37
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-07-23 00:00:00,2,NA,23,29.6,1.15
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2015-07-23 00:00:00,3,NA,26,28,NA
"P05","Powhatan Creek",37.237651,-76.768367,2015-07-23 00:00:00,19,NA,30.3,26.5,6.6
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-07-23 00:00:00,3,NA,26.1,29.4,6.77
"J40","James River at Buchanan",37.529933,-79.679078,2015-07-23 00:00:00,0,NA,23.6,24.8,1.57
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-07-23 00:00:00,0,NA,26,27.2,3.78
"J25","James River at Maidens",37.6661,-77.888811,2015-07-23 00:00:00,0,NA,31,30.5,2.05
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-07-23 00:00:00,1,NA,24.8,29.7,1.26
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-07-23 00:00:00,0,NA,30.3,27.7,1.57
"J10","James River at 14th Street",37.530947,-77.431925,2015-07-23 00:00:00,0,NA,26.2,28.8,3.43
"H02","Hampton River Marina",37.02097,-76.3434,2015-07-23 00:00:00,0,NA,30,29,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2015-07-30 00:00:00,60,NA,26.4,28.5,2.54
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-07-30 00:00:00,1,NA,27.5,28,NA
"J03","James River at Riverside Beach",37.04682,-76.4991,2015-07-30 00:00:00,1,NA,25.9,27.9,6.64
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-07-30 00:00:00,11,NA,27,25.4,12.59
"H02","Hampton River Marina",37.02097,-76.3434,2015-07-30 00:00:00,0,NA,31,29,0
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-07-30 00:00:00,0,NA,28.4,26.8,7.99
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-07-30 00:00:00,15,NA,32.6,29.7,2.8
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-07-30 00:00:00,2,NA,31.3,30.7,12.12
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-07-30 00:00:00,0,NA,31.2,28.3,4.78
"J40","James River at Buchanan",37.529933,-79.679078,2015-07-30 00:00:00,3,NA,27.7,26,4.03
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-07-30 00:00:00,19,NA,28.6,28.2,2.1
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-07-30 00:00:00,0,NA,31.7,31.1,11.55
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2015-07-30 00:00:00,1,NA,31.6,26.5,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-07-30 00:00:00,3,NA,25.6,28.9,2.44
"P05","Powhatan Creek",37.237651,-76.768367,2015-07-30 00:00:00,5,NA,34.2,29.8,6.69
"J25","James River at Maidens",37.6661,-77.888811,2015-07-30 00:00:00,1,NA,29.1,28.3,3.83
"J10","James River at 14th Street",37.530947,-77.431925,2015-07-30 00:00:00,29,NA,31.3,29.8,1.8
"J30","James River at Scottsville",37.797533,-78.49055,2015-07-30 00:00:00,1,NA,26,29.4,4.02
"J35","James River at Lynchburg",37.41605,-79.13675,2015-07-30 00:00:00,1,NA,26.5,28.1,2.7
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-07-30 00:00:00,8,NA,26,29,1.33
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-07-30 00:00:00,15,NA,33.2,29.3,2.55
"J35","James River at Lynchburg",37.41605,-79.13675,2015-08-06 00:00:00,0,NA,24.7,27.6,0.99
"J10","James River at 14th Street",37.530947,-77.431925,2015-08-06 00:00:00,60,NA,27,29.7,2
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2015-08-06 00:00:00,5,NA,23.1,26.2,NA
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-08-06 00:00:00,1,NA,26.1,25.7,1.26
"J40","James River at Buchanan",37.529933,-79.679078,2015-08-06 00:00:00,0,NA,29.3,26.8,1.43
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-08-06 00:00:00,2,NA,27.4,30.4,11.06
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-08-06 00:00:00,0,NA,25.9,29,13.6
"J03","James River at Riverside Beach",37.04682,-76.4991,2015-08-06 00:00:00,2,NA,22.6,27.1,18.4
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-08-06 00:00:00,2,NA,30,27,3.41
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-08-06 00:00:00,19,NA,31,29.5,2.22
"J25","James River at Maidens",37.6661,-77.888811,2015-08-06 00:00:00,0,NA,28.3,28.9,1.81
"J30","James River at Scottsville",37.797533,-78.49055,2015-08-06 00:00:00,1,NA,25.9,27.9,0.73
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-08-06 00:00:00,2,NA,27.1,28.9,2
"H02","Hampton River Marina",37.02097,-76.3434,2015-08-06 00:00:00,0,NA,28,29,0
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-08-06 00:00:00,0,NA,28.5,29,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-08-06 00:00:00,1,NA,27,26.3,2.15
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-08-13 00:00:00,1,NA,24.4,25.6,3.82
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-08-13 00:00:00,9,NA,23,26.3,2.67
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-08-13 00:00:00,2,NA,23,26.6,1.46
"J10","James River at 14th Street",37.530947,-77.431925,2015-08-13 00:00:00,11,NA,23.3,26.5,3.46
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-08-13 00:00:00,3,NA,23.3,24.8,1.72
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-08-13 00:00:00,0,NA,25.5,30,14.31
"J40","James River at Buchanan",37.529933,-79.679078,2015-08-13 00:00:00,1,NA,28.3,25.5,3.77
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2015-08-13 00:00:00,3,NA,27,25,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-08-13 00:00:00,0,NA,30.1,26.3,2.15
"J25","James River at Maidens",37.6661,-77.888811,2015-08-13 00:00:00,0,NA,24.9,26.6,1.56
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-08-13 00:00:00,2,NA,26,26,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-08-13 00:00:00,6,NA,25.2,26.1,1.67
"J03","James River at Riverside Beach",37.04682,-76.4991,2015-08-13 00:00:00,0,NA,22.4,26,6.78
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-08-13 00:00:00,0,NA,21.9,26.8,1.31
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-08-13 00:00:00,48,NA,23.1,26.7,4.5
"H02","Hampton River Marina",37.02097,-76.3434,2015-08-13 00:00:00,0,NA,25,25.5,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2015-08-13 00:00:00,6,NA,24.7,26.2,1.07
"H02","Hampton River Marina",37.02097,-76.3434,2015-08-20 00:00:00,0,NA,31,28.5,0
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-08-20 00:00:00,90,NA,27.7,25.7,59.2
"J40","James River at Buchanan",37.529933,-79.679078,2015-08-20 00:00:00,0,NA,26.1,25.3,1.76
"P05","Powhatan Creek",37.237651,-76.768367,2015-08-20 00:00:00,6,NA,25.5,25.8,8.03
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-08-20 00:00:00,45,NA,27.6,26.3,1.79
"J03","James River at Riverside Beach",37.04682,-76.4991,2015-08-20 00:00:00,1,NA,24.9,25.2,16.3
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-08-20 00:00:00,1,NA,25,27.2,16.9
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-08-20 00:00:00,42,NA,31.5,26.4,2.91
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-08-20 00:00:00,154,NA,25.8,24.7,114
"J10","James River at 14th Street",37.530947,-77.431925,2015-08-20 00:00:00,4,NA,26.3,28.5,1.41
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-08-20 00:00:00,1,NA,27.5,28.3,1.11
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-08-20 00:00:00,4,NA,26.4,28.6,1.99
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-08-20 00:00:00,0,NA,26.8,28.6,0.84
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-08-20 00:00:00,1,NA,23.2,27.3,12
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-08-20 00:00:00,0,NA,28,27,NA
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-08-20 00:00:00,10,NA,29,25.7,1.71
"J22","James River at 42nd Street",37.52677,-77.475694,2015-08-20 00:00:00,0,NA,26.2,28.6,1.31
"J25","James River at Maidens",37.6661,-77.888811,2015-08-20 00:00:00,1,NA,29.1,27.5,1.58
"J35","James River at Lynchburg",37.41605,-79.13675,2015-08-20 00:00:00,0,NA,24.8,27.1,2
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2015-08-20 00:00:00,4,NA,26,28,NA
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-08-27 00:00:00,1,NA,25,25.5,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2015-08-27 00:00:00,2,NA,23.1,26.1,1.69
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-08-27 00:00:00,1,NA,23.5,28.5,6.11
"J25","James River at Maidens",37.6661,-77.888811,2015-08-27 00:00:00,0,NA,28,27.5,1.23
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-08-27 00:00:00,1,NA,29.4,24.3,3.37
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-08-27 00:00:00,0,NA,24.1,25.7,1.07
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-08-27 00:00:00,3,NA,23.5,25.6,5.37
"J35","James River at Lynchburg",37.41605,-79.13675,2015-08-27 00:00:00,0,NA,22.1,25.9,1.62
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-08-27 00:00:00,1,NA,21.7,26.7,1.16
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-08-27 00:00:00,0,NA,22.1,27.3,2.5
"J40","James River at Buchanan",37.529933,-79.679078,2015-08-27 00:00:00,0,NA,23.9,24.8,1.11
"H02","Hampton River Marina",37.02097,-76.3434,2015-08-27 00:00:00,0,NA,25,25.5,0
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-08-27 00:00:00,5,NA,24.5,27.6,2.37
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-08-27 00:00:00,2,NA,29.7,28,14.03
"J10","James River at 14th Street",37.530947,-77.431925,2015-08-27 00:00:00,5,NA,23.4,28.7,1.39
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-08-27 00:00:00,7,NA,27.3,28.5,1.64
"J30","James River at Scottsville",37.797533,-78.49055,2015-08-27 00:00:00,0,NA,30,26.5,0.33
"J03","James River at Riverside Beach",37.04682,-76.4991,2015-08-27 00:00:00,0,NA,23.2,25.4,6.53
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-08-27 00:00:00,0,NA,22.6,23.6,0.72
"P05","Powhatan Creek",37.237651,-76.768367,2015-08-27 00:00:00,4,NA,28.6,25.7,6.17
"J21","James River at Reedy Creek",37.524391,-77.469575,2015-09-03 00:00:00,6,NA,26.6,27.3,0.99
"J40","James River at Buchanan",37.529933,-79.679078,2015-09-03 00:00:00,4,NA,25.1,26.2,1.35
"H02","Hampton River Marina",37.02097,-76.3434,2015-09-03 00:00:00,0,NA,30,28,0
"J22","James River at 42nd Street",37.52677,-77.475694,2015-09-03 00:00:00,6,NA,25.4,27.5,1.15
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2015-09-03 00:00:00,7,NA,29.3,25.7,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2015-09-03 00:00:00,3,NA,35.8,29.2,2.29
"J25","James River at Maidens",37.6661,-77.888811,2015-09-03 00:00:00,0,NA,30.6,28.2,1.52
"A01","Appomattox River at City Point",37.316523,-77.273569,2015-09-03 00:00:00,4,NA,27.5,29.5,14.52
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-09-03 00:00:00,12,NA,23,25.5,NA
"J03","James River at Riverside Beach",37.04682,-76.4991,2015-09-03 00:00:00,0,NA,22.5,25.4,18.9
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2015-09-03 00:00:00,1,NA,32.7,26.6,3.07
"R10","Rivanna River at Crofton",37.918829,-78.297776,2015-09-03 00:00:00,2,NA,28,25.1,1.78
"J23","James River at Pony Pasture",37.551591,-77.520421,2015-09-03 00:00:00,2,NA,22.9,27.4,0.45
"J30","James River at Scottsville",37.797533,-78.49055,2015-09-03 00:00:00,1,NA,31.5,27.7,0.76
"J05","James River at Jamestown Beach",37.2239,-76.788613,2015-09-03 00:00:00,3,NA,32.4,27,11.26
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2015-09-03 00:00:00,1,NA,24.6,26.9,1.86
"J10","James River at 14th Street",37.530947,-77.431925,2015-09-03 00:00:00,6,NA,33.5,29.8,1.86
"J20","James River at Tredegar Beach",37.534353,-77.445372,2015-09-03 00:00:00,2,NA,32,30.3,1.38
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2015-09-03 00:00:00,2,NA,28.9,25.4,1.1
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-10-01 00:00:00,60,NA,19,22,NA
"H02","Hampton River Marina",37.02097,-76.3434,2015-10-01 00:00:00,1,NA,20,22,0
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-11-05 00:00:00,1,NA,19,17,NA
"H02","Hampton River Marina",37.02097,-76.3434,2015-11-05 00:00:00,2,NA,22.3,19,0
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2015-12-03 00:00:00,1,NA,10.5,11,NA
"H02","Hampton River Marina",37.02097,-76.3434,2015-12-03 00:00:00,0,NA,11,12,0
"J08","James River at Rocketts Landing",37.518597,-77.416635,2016-03-04 00:00:00,17,NA,6.1,8.8,8.96
"A02","Appomattox River at Hopewell",37.311187,-77.297991,2016-05-25 00:00:00,37,NA,27.5,19.6,22.3
"J21","James River at Reedy Creek",37.524391,-77.469575,2016-05-26 00:00:00,1,NA,29,21.6,9.5
"J03","James River at Riverside Beach",37.04682,-76.4991,2016-05-26 00:00:00,2,NA,26.7,19,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2016-05-26 00:00:00,1,NA,26,21.2,10.37
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2016-05-26 00:00:00,1,NA,30.6,23.6,5.59
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2016-05-26 00:00:00,1,NA,29.7,20.2,7.46
"DC01","Deep Creek",37.08028,-76.5231,2016-05-26 00:00:00,1,NA,35,27,NA
"J02","James River Fishing Pier",37.01292,-76.457,2016-05-26 00:00:00,0,NA,34,24,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2016-05-26 00:00:00,1,NA,30.6,23.1,12.3
"J10","James River at 14th Street",37.530947,-77.431925,2016-05-26 00:00:00,3,NA,32.7,22.2,13.7
"J22","James River at 42nd Street",37.52677,-77.475694,2016-05-26 00:00:00,2,NA,29.1,21.8,12.2
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2016-05-26 00:00:00,0,NA,30.4,20.5,7.61
"A01","Appomattox River at City Point",37.316523,-77.273569,2016-05-26 00:00:00,5,NA,28.5,21.5,12.7
"P05","Powhatan Creek",37.237651,-76.768367,2016-05-26 00:00:00,3,NA,28,19.6,5.43
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2016-05-26 00:00:00,0,NA,28.9,21.1,25.1
"J23","James River at Pony Pasture",37.551591,-77.520421,2016-05-26 00:00:00,3,NA,29,21.3,11.45
"J05","James River at Jamestown Beach",37.2239,-76.788613,2016-05-26 00:00:00,0,NA,28.9,24.5,9.6
"C01","Chickahominy at Chickahominy Riverfront Park",37.264742,-76.874715,2016-05-26 00:00:00,0,NA,31,21.6,8.8
"J20","James River at Tredegar Beach",37.534353,-77.445372,2016-05-26 00:00:00,1,NA,30.6,21.9,12.3
"J35","James River at Lynchburg",37.41605,-79.13675,2016-05-26 00:00:00,2,NA,28.2,19.6,4.6
"J26","James River at Robious Landing",37.559211,-77.646665,2016-05-26 00:00:00,34,NA,31.6,20.8,13.55
"J25","James River at Maidens",37.6661,-77.888811,2016-05-27 00:00:00,1,NA,23.2,19.4,13.8
"J30","James River at Scottsville",37.797533,-78.49055,2016-05-27 00:00:00,0,NA,23.7,19.5,6.42
"J40","James River at Buchanan",37.529933,-79.679078,2016-05-27 00:00:00,3,NA,26.8,20.7,1.79
"J40","James River at Buchanan",37.529933,-79.679078,2016-06-02 00:00:00,1,NA,24.7,23.9,0.86
"J30","James River at Scottsville",37.797533,-78.49055,2016-06-02 00:00:00,0,NA,25.1,24.6,3.15
"J23","James River at Pony Pasture",37.551591,-77.520421,2016-06-02 00:00:00,0,NA,25.2,26.2,3.59
"J05","James River at Jamestown Beach",37.2239,-76.788613,2016-06-02 00:00:00,1,NA,23.1,24.9,8.62
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2016-06-02 00:00:00,1,NA,27.7,24.5,2.9
"J21","James River at Reedy Creek",37.524391,-77.469575,2016-06-02 00:00:00,3,NA,23.1,25.2,3.17
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2016-06-02 00:00:00,0,NA,25.9,26.4,4.61
"J03","James River at Riverside Beach",37.04682,-76.4991,2016-06-02 00:00:00,3,NA,22,23.2,7.35
"J25","James River at Maidens",37.6661,-77.888811,2016-06-02 00:00:00,1,NA,25.5,24.5,4.61
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2016-06-02 00:00:00,0,NA,25,25,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2016-06-02 00:00:00,0,NA,27.3,23.8,3.46
"J22","James River at 42nd Street",37.52677,-77.475694,2016-06-02 00:00:00,0,NA,24.3,25.7,3.38
"J10","James River at 14th Street",37.530947,-77.431925,2016-06-02 00:00:00,0,NA,33.6,26.6,3.55
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2016-06-02 00:00:00,1,NA,30.1,24.8,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2016-06-02 00:00:00,0,NA,26,24.7,3.3
"H02","Hampton River Marina",37.02097,-76.3434,2016-06-02 00:00:00,26,NA,23,23,NA
"C01","Chickahominy at Chickahominy Riverfront Park",37.264742,-76.874715,2016-06-02 00:00:00,0,NA,23.1,25,11.51
"A02","Appomattox River at Hopewell",37.311187,-77.297991,2016-06-02 00:00:00,28,NA,26.2,24.6,24.1
"J35","James River at Lynchburg",37.41605,-79.13675,2016-06-02 00:00:00,2,NA,26.7,23.7,3.97
"P05","Powhatan Creek",37.237651,-76.768367,2016-06-02 00:00:00,9,NA,23.6,22.7,8.02
"J08","James River at Rocketts Landing",37.518597,-77.416635,2016-06-02 00:00:00,1,NA,31,26.8,4.42
"J20","James River at Tredegar Beach",37.534353,-77.445372,2016-06-02 00:00:00,0,NA,28.4,26.8,5.28
"J26","James River at Robious Landing",37.559211,-77.646665,2016-06-02 00:00:00,34,NA,27.8,26.2,2.49
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2016-06-09 00:00:00,2,NA,19.7,23.9,22.6
"DC01","Deep Creek",37.08028,-76.5231,2016-06-09 00:00:00,1,NA,31,30,NA
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2016-06-09 00:00:00,0,NA,22,24,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2016-06-09 00:00:00,0,NA,18.1,20.2,7.02
"C01","Chickahominy at Chickahominy Riverfront Park",37.264742,-76.874715,2016-06-09 00:00:00,0,NA,29.7,25.5,11.61
"J08","James River at Rocketts Landing",37.518597,-77.416635,2016-06-09 00:00:00,2,NA,27,25.2,27.8
"J21","James River at Reedy Creek",37.524391,-77.469575,2016-06-09 00:00:00,4,NA,19.7,23.7,20.5
"H02","Hampton River Marina",37.02097,-76.3434,2016-06-09 00:00:00,6,NA,27,25,NA
