"station_id","station_name","latitude","longitude","Date","E Coli Concentration ","Enterococcus Bacteria Concentration ","Air Temperature ","Water Temperature ","Turbidity "
"J20","James River at Tredegar Beach",37.534353,-77.445372,2018-08-09 00:00:00,2,NA,29.6,28.2,14.8
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2018-08-09 00:00:00,1,NA,24.4,27.8,-9
"J40","James River at Buchanan",37.529933,-79.679078,2018-08-09 00:00:00,1,NA,33.1,27.5,1.57
"J25","James River at Maidens",37.6661,-77.888811,2018-08-09 00:00:00,1,NA,26.5,26.6,6.7
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2018-08-09 00:00:00,12.3,NA,23.6,23.4,15.3
"M05","Maury River at Ben Salem Wayside",37.753461,-79.392316,2018-08-09 00:00:00,4,NA,28,27.8,1.33
"J03","James River at Riverside Beach",37.04682,-76.4991,2018-08-09 00:00:00,67,NA,26.9,26,NA
"J05","James River at Jamestown Beach",37.2239,-76.788613,2018-08-09 00:00:00,0.3,NA,25.7,29.6,9.49
"J22","James River at 42nd Street",37.52677,-77.475694,2018-08-09 00:00:00,0,NA,26,28,8.93
"J23","James River at Pony Pasture",37.551591,-77.520421,2018-08-09 00:00:00,0,NA,26.7,28.7,10.31
"J21","James River at Reedy Creek",37.524391,-77.469575,2018-08-09 00:00:00,0,NA,24.6,27.3,9.73
"A01","Appomattox River at City Point",37.316523,-77.273569,2018-08-09 00:00:00,1,NA,30.2,29.1,19.5
"J10","James River at 14th Street",37.530947,-77.431925,2018-08-09 00:00:00,3,NA,28.7,28.5,14.1
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2018-08-09 00:00:00,3,NA,25.5,29.1,3.06
"P05","Powhatan Creek",37.237651,-76.768367,2018-08-09 00:00:00,4.3,NA,29,28.8,4.69
"A02","Appomattox River at Hopewell",37.311187,-77.297991,2018-08-09 00:00:00,0.3,NA,27.8,29.9,13.23
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2018-08-09 00:00:00,12.3,NA,24.6,23.3,14.7
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2018-08-09 00:00:00,2,NA,26.3,28,7.62
"J30","James River at Scottsville",37.797533,-78.49055,2018-08-09 00:00:00,5,NA,29.5,27.8,11.98
"DC01","Deep Creek",37.08028,-76.5231,2018-08-09 00:00:00,0,NA,34,30,27.94
"J35","James River at Lynchburg",37.41605,-79.13675,2018-08-09 00:00:00,4,NA,27.5,26.7,170
"J26","James River at Robious Landing",37.559211,-77.646665,2018-08-09 00:00:00,0,NA,26.3,29.3,12.85
"A08","Appomattox River at Farmville",37.307397,-78.388979,2018-08-09 00:00:00,0,NA,26.5,25.5,5.9
"H02","Hampton River Marina",37.02097,-76.3434,2018-08-15 00:00:00,67,NA,27,28.5,NA
"A01","Appomattox River at City Point",37.316523,-77.273569,2018-08-16 00:00:00,0,NA,31.2,30.9,11.06
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2018-08-16 00:00:00,1.6,NA,26.7,23.3,7.45
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2018-08-16 00:00:00,0,NA,26.7,28.2,21.8
"J22","James River at 42nd Street",37.52677,-77.475694,2018-08-16 00:00:00,0,NA,26.1,27.6,9.73
"J20","James River at Tredegar Beach",37.534353,-77.445372,2018-08-16 00:00:00,0,NA,29.4,27.2,10.33
"J23","James River at Pony Pasture",37.551591,-77.520421,2018-08-16 00:00:00,0,NA,28.4,28.1,9.3
"P05","Powhatan Creek",37.237651,-76.768367,2018-08-16 00:00:00,13.1,NA,31,25.7,6.62
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2018-08-16 00:00:00,34,NA,22.1,24.4,-9
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2018-08-16 00:00:00,67,NA,27,29,NA
"DC01","Deep Creek",37.08028,-76.5231,2018-08-16 00:00:00,167,NA,32,29,27.94
"J35","James River at Lynchburg",37.41605,-79.13675,2018-08-16 00:00:00,0,NA,28.8,27.3,1.87
"J08","James River at Rocketts Landing",37.518597,-77.416635,2018-08-16 00:00:00,3,NA,30.2,27.5,11.3
"J05","James River at Jamestown Beach",37.2239,-76.788613,2018-08-16 00:00:00,0.6,NA,30,30.3,9.25
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2018-08-16 00:00:00,1.4,NA,24.1,22.6,7.34
"J30","James River at Scottsville",37.797533,-78.49055,2018-08-16 00:00:00,0,NA,29.7,27,4.58
"J25","James River at Maidens",37.6661,-77.888811,2018-08-16 00:00:00,0,NA,30.3,28.1,6.77
"J10","James River at 14th Street",37.530947,-77.431925,2018-08-16 00:00:00,0,NA,28.3,27.3,11.28
"J40","James River at Buchanan",37.529933,-79.679078,2018-08-16 00:00:00,2,NA,31.2,26.3,3.18
"A02","Appomattox River at Hopewell",37.311187,-77.297991,2018-08-16 00:00:00,0.2,NA,28.9,28.5,25.62
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2018-08-16 00:00:00,0,NA,33.3,28.4,2.25
"J21","James River at Reedy Creek",37.524391,-77.469575,2018-08-16 00:00:00,0,NA,25.4,26.5,7.3
"C01","Chickahominy at Chickahominy Riverfront Park",37.264742,-76.874715,2018-08-16 00:00:00,0.2,NA,30,29.2,9.73
"J26","James River at Robious Landing",37.559211,-77.646665,2018-08-16 00:00:00,0,NA,29.4,29,31.12
"A08","Appomattox River at Farmville",37.307397,-78.388979,2018-08-17 00:00:00,67,NA,26.3,23.8,6.38
"H02","Hampton River Marina",37.02097,-76.3434,2018-08-22 00:00:00,34,NA,30,29,NA
"P05","Powhatan Creek",37.237651,-76.768367,2018-08-22 00:00:00,15.5,NA,29,26.8,6.61
"J05","James River at Jamestown Beach",37.2239,-76.788613,2018-08-22 00:00:00,0.3,NA,26,28.5,15.3
"C01","Chickahominy at Chickahominy Riverfront Park",37.264742,-76.874715,2018-08-22 00:00:00,0,NA,29,28.8,7.81
"DC01","Deep Creek",37.08028,-76.5231,2018-08-23 00:00:00,0,NA,28,31,30.48
"J30","James River at Scottsville",37.797533,-78.49055,2018-08-23 00:00:00,0,NA,24.4,25,2.31
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2018-08-23 00:00:00,1.8,NA,20.6,21.5,7.9
"A01","Appomattox River at City Point",37.316523,-77.273569,2018-08-23 00:00:00,1,NA,23.6,25.4,220
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2018-08-23 00:00:00,0,NA,19,26.1,NA
"J25","James River at Maidens",37.6661,-77.888811,2018-08-23 00:00:00,5,NA,21,24,14.3
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2018-08-23 00:00:00,2.3,NA,20.2,21.6,8.97
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2018-08-23 00:00:00,1,NA,20.1,26.2,7.77
"J21","James River at Reedy Creek",37.524391,-77.469575,2018-08-23 00:00:00,5,NA,19.9,24.3,7.81
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2018-08-23 00:00:00,0,NA,33.3,26,2.25
"J22","James River at 42nd Street",37.52677,-77.475694,2018-08-23 00:00:00,4,NA,22,25.3,8.67
"J10","James River at 14th Street",37.530947,-77.431925,2018-08-23 00:00:00,2,NA,24.6,26.3,11.27
"A02","Appomattox River at Hopewell",37.311187,-77.297991,2018-08-23 00:00:00,0.1,NA,20,27.5,22.68
"J20","James River at Tredegar Beach",37.534353,-77.445372,2018-08-23 00:00:00,1,NA,23.5,26.1,10.64
"J03","James River at Riverside Beach",37.04682,-76.4991,2018-08-23 00:00:00,167,NA,20,25.9,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2018-08-23 00:00:00,1,NA,21.4,24.7,3.94
"J23","James River at Pony Pasture",37.551591,-77.520421,2018-08-23 00:00:00,1,NA,21.3,26.2,7.77
"J08","James River at Rocketts Landing",37.518597,-77.416635,2018-08-23 00:00:00,6,NA,23.9,25.5,11.1
"J40","James River at Buchanan",37.529933,-79.679078,2018-08-23 00:00:00,0,NA,25.4,23.9,3.44
"J26","James River at Robious Landing",37.559211,-77.646665,2018-08-23 00:00:00,67,NA,21.3,26.7,8.22
"A01","Appomattox River at City Point",37.316523,-77.273569,2018-08-30 00:00:00,1,NA,31.3,29.7,10.24
"DC01","Deep Creek",37.08028,-76.5231,2018-08-30 00:00:00,0,NA,34,NA,27.94
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2018-08-30 00:00:00,34,NA,27,29.1,NA
"J03","James River at Riverside Beach",37.04682,-76.4991,2018-08-30 00:00:00,2000,NA,25,27.2,NA
"J10","James River at 14th Street",37.530947,-77.431925,2018-08-30 00:00:00,1,NA,29.5,29,3.9
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2018-08-30 00:00:00,0.6,NA,31,26.1,1.75
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2018-08-30 00:00:00,0,NA,28.1,28.9,3.22
"J20","James River at Tredegar Beach",37.534353,-77.445372,2018-08-30 00:00:00,1,NA,29.8,28.9,4.25
"J40","James River at Buchanan",37.529933,-79.679078,2018-08-30 00:00:00,0,NA,26.7,26.9,1
"J23","James River at Pony Pasture",37.551591,-77.520421,2018-08-30 00:00:00,0,NA,27.7,29.4,2.46
"A02","Appomattox River at Hopewell",37.311187,-77.297991,2018-08-30 00:00:00,0.1,NA,28.3,28.4,26.68
"J08","James River at Rocketts Landing",37.518597,-77.416635,2018-08-30 00:00:00,1,NA,32,29.3,3.98
"J10","James River at 14th Street",37.530947,-77.431925,2018-08-30 00:00:00,1,NA,28,29,-9
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2018-08-30 00:00:00,6.3,NA,30,26.8,2.05
"J30","James River at Scottsville",37.797533,-78.49055,2018-08-30 00:00:00,0,NA,31.8,29.5,1.43
"P05","Powhatan Creek",37.237651,-76.768367,2018-08-30 00:00:00,5,NA,29.4,27.7,5.6
"C01","Chickahominy at Chickahominy Riverfront Park",37.264742,-76.874715,2018-08-30 00:00:00,NA,NA,30.5,30.3,18.9
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2018-08-30 00:00:00,0,NA,29.44,28.1,1.16
"J35","James River at Lynchburg",37.41605,-79.13675,2018-08-30 00:00:00,2,NA,29.9,26.5,1.56
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2018-08-30 00:00:00,0,NA,31.9,30.6,-9
"J05","James River at Jamestown Beach",37.2239,-76.788613,2018-08-30 00:00:00,1,NA,28.9,29.3,10.32
"J21","James River at Reedy Creek",37.524391,-77.469575,2018-08-30 00:00:00,2,NA,27.5,28.1,2.06
"J22","James River at 42nd Street",37.52677,-77.475694,2018-08-30 00:00:00,0,NA,27.5,28.4,2.64
"A08","Appomattox River at Farmville",37.307397,-78.388979,2018-08-30 00:00:00,100,NA,30.6,25.9,3.34
"J04","James River at Denbigh Boat Ramp",37.12364,-76.5685,2018-09-06 00:00:00,0,NA,27,25,NA
"J03","James River at Riverside Beach",37.04682,-76.4991,2018-09-06 00:00:00,67,NA,27,28.8,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-01 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-02 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-03 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-04 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-05 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-06 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-07 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-08 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J23","James River at Pony Pasture",37.551591,-77.520421,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"C05","Chickahominy at Grapevine Bridge",37.55197,-77.271146,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J40","James River at Buchanan",37.529933,-79.679078,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J08","James River at Rocketts Landing",37.518597,-77.416635,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J10","James River at 14th Street",37.530947,-77.431925,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"R23","Rivanna River at Darden Towe Park",38.04238,-78.453995,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-09 00:00:00,NA,NA,NA,NA,NA
"J21","James River at Reedy Creek",37.524391,-77.469575,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"J20","James River at Tredegar Beach",37.534353,-77.445372,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"A03","Appomattox River at Petersburg",37.233842,-77.412567,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"J25","James River at Maidens",37.6661,-77.888811,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"R10","Rivanna River at Crofton",37.918829,-78.297776,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"J24","James River at Huguenot Flatwater",37.56054,-77.545782,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"R20","Rivanna at Riverview Park",38.02335,-78.45388,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"J22","James River at 42nd Street",37.52677,-77.475694,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"J30","James River at Scottsville",37.797533,-78.49055,2019-03-10 00:00:00,NA,NA,NA,NA,NA
"J35","James River at Lynchburg",37.41605,-79.13675,2019-03-10 00:00:00,NA,NA,NA,NA,NA
